Aatrox,Ahri,Akali,Akshan,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,AurelionSol,Aurora,Azir,Bard,Belveth,Blitzcrank,Brand,Braum,Briar,Caitlyn,Camille,Cassiopeia,Chogath,Corki,Darius,Diana,DrMundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Gwen,Hecarim,Heimerdinger,Hwei,Illaoi,Irelia,Ivern,Janna,JarvanIV,Jax,Jayce,Jhin,Jinx,KSante,Kaisa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Khazix,Kindred,Kled,KogMaw,Leblanc,LeeSin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,MasterYi,Milio,MissFortune,Mordekaiser,Morgana,Naafiri,Nami,Nasus,Nautilus,Neeko,Nidalee,Nilah,Nocturne,Nunu,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,RekSai,Rell,Renata,Renekton,Rengar,Riven,Rumble,Ryze,Samira,Sejuani,Senna,Seraphine,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Smolder,Sona,Soraka,Swain,Sylas,Syndra,TahmKench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,TwistedFate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Velkoz,Vex,Vi,Viego,Viktor,Vladimir,Volibear,Warwick,MonkeyKing,Xayah,Xerath,XinZhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Zeri,Ziggs,Zilean,Zoe,Zyra
0.00560410323571448,0.0,0.003509540080183041,0.0,0.0,0.0,0.0,0.0,0.005639711326559966,0.09702466048288666,0,0.003528172613232295,0.0,0.0,0,0.012572844423585701,0.0,0.0,0.0,0.01683309320038278,0.0034898335748866326,0.0,0,0.0,0.0,0.0,0,0.003476512083778489,0.0,0.0,0.0,0.09296910652508769,0,0.005598935420716552,0.0,0.0,0.0,0.0,0.0,0.0035198298659202443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0035088199895051365,0.0,0.12688921966759312,0.054417273671109836,0,0,0.0,0.0,0.0,0.0,0.0,0.0034891207395242323,0.0,0.0,0,0.0,0.0,0,0,0,0.005593216859927812,0.0,0.0,0.011244337452950535,0.0,0.0,0.03527015158452166,0.0,0.0035196488852240427,0,0.0,0,0.0,0.0,0.0,0.0,0.012374922980691538,0.006949132256248487,0.0,0.0,0.005644070750604105,0.0,0,0.0,0.0,0.0,0.0,0.009118181490913806,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0035169361359535505,0.0,0.0,0.0,0.0,0.020346715607235,0.0,0.00352762747012322,0.005571622118066385,0.0,0.0,0.0,0.0,0.0,0.0,0.0069821633483893334,0.0,0.14874321026953954,0.0,0.0,0.0,0.011168495593666313,0.005595005727327041,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.005600184099280143,0.0,0.0,0.01924820976539926,0.0,0.0,0,0.0,0.014660598634301825,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005566549402338056,0,0.0,0.005618463524010005,0.0,0.0,0.0,0.011230209721090267,0.047049720509223236,0.00697147678375646,0.003486094146651249,0.0,0.0
0.033026983855585355,0.0,0.003509540080183041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.020382695934196886,0.0,0,0.0,0.0,0.0,0,0.0,0.0034910816741946654,0.0034967975909317743,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035198298659202443,0.06979765198523112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06387817716248331,0.024083280950516196,0.005553811774889301,0.0,0,0,0.0,0.0,0.00350055785059322,0.0,0.0,0.0,0.005600897265784405,0.014749052150950319,0,0.003466626412003739,0.0,0,0,0,0.0,0.05753054403640848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.01118321093670458,0.0,0.0,0.0,0.0034588958606022436,0.0,0.0,0.10371756923159393,0.0,0.005568362555118995,0,0.003510080320542627,0.003517659176087367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0377724394003918,0.0,0.0,0.0,0.0,0.0,0.005618110263851244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26711290443844504,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.009021369062487376,0.0628974887513354,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.005620581683794268,0.007036403255776778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014687905375202879
0.003519605400490431,0.0035082772993957796,0.0035255653773528274,0.0,0.005641810735265797,0.0,0.0,0.0,0.0,0.09974304554097467,0,0.0,0.0,0.0,0,0.03547990229520385,0.0,0.0,0.0,0.09054603483038774,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.059342896941683924,0.0,0.003552148532007187,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019653460914892788,0.0,0.0,0.0,0.0,0.0,0.0035253845079252833,0.0,0.0,0,0.0,0.011313346247542648,0.19858306645138998,0.003502727343117873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.014722185563873866,0.0,0,0,0,0.0,0.0,0.0,0.019661887606753126,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.003490431726882801,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056156978984876005,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0034982632284103164,0.0,0.044847858018323715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00349969061141729,0.0,0,0.0,0.0,0.0,0.0,0.0035064852444656167,0.0,0.0,0.0,0,0.0,0.0,0.0,0.023784304651022853,0.0,0.0,0,0.0,0.0,0.055079441782508336,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.014902217026033539,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0046917860938530155,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.7811209682579943,0.0,0.0,0.0,0,0.0,0.0,0.04373481767862178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06548959316409586,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.03198600166597385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.007478492714358525,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012198780487365855,0.0,0.0,0.0,0.0,0.0213301797535652,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.004713722865747369,0.0,0.0,0.007540041338430269,0.0,0,0.0,0.0,0,0.0,0.004719538769118571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.09687234572020181,0.0034378044666742774,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.03310129781612829,0.0,0.028480095840178188,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009018188023606991,0,0.0,0.0,0.0,0.0,0,0,0.0,0.03876944631722486,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0579138052021833,0.0,0.0,0.0,0.23470193518801113,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.07457658502169931,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.05470908894548282,0.0,0.0,0.0,0.009076818226955888,0.0,0,0.24545454545454548,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007055254940246443,0.04515001822675149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023710038784996813,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.026329744070133713,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.02367732260556918,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.00560996689086988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.005581909103360138,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.07154457687930822,0.05456999999337273,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10398928528020163,0.0,0.00561651976789253,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.035425944394495514,0.0,0.0,0.0,0.0,0.0,0,0.014655266538583532,0.0,0,0,0,0.0,0.08350086825567116,0.0,0.0,0.0,0.0,0.009119090547993432,0.0,0.0035196488852240427,0,0.0,0,0.0,0.022236393800865843,0.0,0.0,0.0,0.0,0.0,0.03526560326482652,0.0,0.0,0,0.0,0.0,0.0,0.003478991668068995,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1460252966185175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01471983032819072,0.0,0,0.09244032946402131,0.0,0.0,0.0,0.0,0.0035072007461442968,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.07537349577342774,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0035182016278883883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.23026281178159816,0.033219493252984414,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.14031122592209805,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.11186433719855626,0.0055698119028103335,0.0,0.0,0.18999267379617915,0.0,0.0,0.0,0.03371925538490549,0,0.011147222935196351,0,0.0,0.0,0.0,0.005556912514871005,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05614573995461509,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19696686964363638,0.0,0.0,0.14465949205321152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00565777728404621,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04469266970162262,0.0,0.005575598838203669
0.0,0.0,0.0,0.0,0.08800923149818962,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.06939004508856704,0.018362213384092697,0.0056754353108479285,0.0,0.005688602924860541,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.054686678927038435,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056698165308188345,0.0,0.0,0.0,0.011287748165292003,0,0.0,0.0,0.0,0.0,0,0,0.0,0.01706311168088766,0.009230414705069273,0.0,0.0,0.005666910224493524,0.0,0.0,0,0.0,0.0,0,0,0,0.005670542438636492,0.0,0.0,0.0,0.02065320149428913,0.009188018799269332,0.00568428373435329,0.0,0.017092710102947488,0,0.003521347213443021,0,0.0,0.01254734008163811,0.0,0.012539330267154829,0.0,0.026274902176710257,0.0,0.005683743153695967,0.0,0.0,0,0.0,0.0,0.0,0.009174655535400983,0.0,0.10497214290084508,0.003553864942560651,0.0,0.0,0.0,0,0.033408182930128115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09405758636615172,0.05150340849039676,0.0,0.0,0.0,0.0,0.0,0.0,0.007078690952284116,0.0,0.007138083311733624,0.0057359954031804905,0.009155303152796543,0.0,0.014923330286644974,0.0,0,0.0,0.0,0.011386900815189253,0.0,0.1093048862580732,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0035141951636940877,0.0035811913326487437,0.01502146882191728,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003573819305777939,0.0,0,0.01856220355212016,0.020801037759956,0.0,0.06174056498455917,0.0,0.011385466076681377,0.0,0.0,0.0,0.0,0.003523318771139003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06699644775742128,0.1662384092349578,0,0.0,0.0,0.011274729138595126,0,0.003528099280050779,0.0,0.003513483650191299,0.0,0.025249818413587675,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.053132636412499885,0,0.005624501335879642,0.0,0.0,0.0,0.0,0.03904330889640899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.011269740308004584,0.0,0.1433347829483036,0.009110959062134067,0,0,0.16450239852744952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.006964911512701576,0.0,0,0,0,0.0,0.0034854649101743566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.011306643528140902,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03647305954210585,0.0,0,0.02615653667182181,0,0.0,0.0,0.0,0.0,0.0,0.0034982632284103164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035364476681420008,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.027539720891254168,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.026341510467657724,0.0070033100110795474,0.0,0.0,0.0
0.003519605400490431,0.14371958438670818,0.0,0.0,0.02627626812512074,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.003528099280050779,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0035014763409203574,0.0,0.0,0.005586127857425548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018118733928708105,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.009097260968831313,0.0,0.00911278550914218,0.0035000476239513056,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00352610808456337,0.0,0.0,0.7238031601423219,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005620553698684699,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.003529911187135016,0.0,0.0,0.0,0.0,0,0.0,0.003482278898367416,0,0.0,0.0,0.0,0.0,0.0,0.0056407446087668005,0.0,0.0,0.0,0.0,0.0
